호기,부위,일자,시작시간,완료시간,정지시간(분),정지시간(시간),고장 원인,처리 내용,MTTR,MTBF,고장강도율,translated_고장원인,translated_처리내용,translated_부위,제품 가격 가중치,risk_impact,가동시간,risk_likehood
8호기,압출기,4월1일,13:50:00,14:35:00,45,0.8,콘테이너 배관 누유,배관크랙 부위 제거 후 육성 용접,1.2,57.8,2.07,container piping leak,Welding after removal of pipe cracks,extruder,0.35,4.495211677,347.05,6.00432526
8호기,압출기,4월2일,22:05:00,23:08:00,63,1.1,메인 배관 누유,배관 크랙 부위 제거후 용접,1.2,57.8,2.07,Main pipe leak,Welding after removing pipe cracks,extruder,0.35,4.495211677,347.05,6.00432526
8호기,압출기,5월9일,20:10:00,21:05:00,55,0.9,콘테이너 배관 크랙 누유,배관 불리후 용접 작업,1.28,87.4,1.46,Container piping crack leak,Piping adverse welding work,extruder,0.35,4.523211677,349.77,4.00194508
8호기,압출기,5월27일,19:16:00,21:40:00,144,2.4,빌레트 로다 동 작 不,압력 셋팅 후 정상 작업,1.28,87.4,1.46,Billet loader not operating,Normal operation after pressure setting,extruder,0.35,4.523211677,349.77,4.00194508
8호기,압출기,5월27일,15:55:00,16:40:00,45,0.8,버트샤 보조배관 누유,배고나 불리 후 용접 작업,1.28,87.4,1.46,Buttsha auxiliary pipe leak,Welding work after separating pipes,extruder,0.35,4.523211677,349.77,4.00194508
8호기,압출기,5월31일,08:30:00,09:30:00,60,1,콘테이너 실린다 로르측 누유,로드 V-PACKING 교체작업,1.28,87.4,1.46,Container cylinder rod side leakage,Rod V-PACKING replacement work,extruder,0.35,4.523211677,349.77,4.00194508
8호기,압출기,8월09일,14:52:00,16:30:00,98,1.6,트렌스 베어 체인 전단,체인 교체 작업,1.36,42.5,3.2,Trans Bear Chain Flyer,chain replacement work,extruder,0.35,4.551211677,425.49,10.01152941
8호기,압출기,8월10일,04:12:00,06:20:00,128,2.1,메인 사이드 배관 크랙으로,"누유부 용접, 수리",1.36,42.5,3.2,Main side pipe crack,Welding and repairing leaks,extruder,0.35,4.551211677,425.49,10.01152941
8호기,압출기,8월22일,08:40:00,09:00:00,20,0.3,자동운전중 샤 상승/하강,두번하여 PLC 점검후 공작반 점검요청,1.36,42.5,3.2,Sha rises/descends during automatic operation,"After inspecting the PLC twice, request inspection of the machine tool.",extruder,0.35,4.551211677,425.49,10.01152941
8호기,압출기,8월25일,02:50:00,04:00:00,70,1.2,사이드 고압 배고나 크랙,배관 분리 후 용접 작업,1.36,42.5,3.2,Side high pressure bagona crack,Welding work after separating pipes,extruder,0.35,4.551211677,425.49,10.01152941
8호기,압출기,8월26일,21:00:00,23:30:00,150,2.5,메인사이드및 컨테이너 실린더 누유,V/P 교체 작업,1.36,42.5,3.2,Main side and container cylinder leakage,V/P replacement work,extruder,0.35,4.551211677,425.49,10.01152941
8호기,압출기,9월1일,21:42:00,00:30:00,168,2.8,더미볼트 풀림으로 조임작업,나사 마모 로 인한 더미 교체 不,1.2,91.9,1.31,Tightening work by loosening dummy bolts,No dummy replacement due to screw wear,extruder,0.35,4.495211677,367.6,4
8호기,압출기,9월2일,13:30:00,14:00:00,30,0.5,메인샤 상승 유압배관 풀렌지,부위 누유 용접 부위 제거 후 육성 용접,1.2,91.9,1.31,Mainsha lift hydraulic pipe full range,Welding after removal of leaking welding area,extruder,0.35,4.495211677,367.6,4
8호기,압출기,9월10일,09:20:00,10:30:00,70,1.2,콘테이너 실린다 누유,콘테이너 실린다 로드 페킹 교체 작업,1.2,91.9,1.31,container cylinder oil leak,Container cylinder rod packing replacement work,extruder,0.35,4.495211677,367.6,4
8호기,압출기,2016-09-01 00:00:00,21:42:00,00:30:00,168,2.8,더미 변형 및 스템무 체결 볼트 풀림,더미 변형 및 스템무 체결 볼트 풀림조임,0.95,46,2.07,Deformation of dummy and loosening of stemless fastening bolts,Deformation of dummy and loosening and tightening of stemless fastening bolts,extruder,0.35,4.407711677,367.6,7.991304348
8호기,압출기,2016-09-02 00:00:00,12:30:00,14:00:00,90,1.5,메인 샤 상승 유압 배관 후렌지 크랙 누유,메인 샤 상승 유압 배관 후렌지 크랙  용접,0.95,46,2.07,Main shaft rising hydraulic pipe flange crack leak,Main shaft rising hydraulic pipe flange crack welding,extruder,0.35,4.407711677,367.6,7.991304348
8호기,압출기,2016-09-08 00:00:00,22:15:00,22:28:00,13,0.2,메인샤 하강후  상승/하강 수회 반복후 하강상태로 멈춤,메인샤 하강 완료 감지 L/S 교체후 정상 운전됨,0.95,46,2.07,"After lowering the main shaft, repeat the rise/fall several times and then stop in the descending state.",Detection of main shaft lowering completion. Normal operation after L/S replacement.,extruder,0.35,4.407711677,367.6,7.991304348
8호기,압출기,2016-09-08 00:00:00,21:11:00,21:50:00,39,0.7,버트노커 L/S 감지 불능으로 메인샤 UP 동작 불능,1.노커 UP 감지 L/S(BL3) 교체,0.95,46,2.07,Main Sha UP operation is disabled due to inability to detect Butt Knocker L/S.,1. Knocker UP detection L/S (BL3) replacement,extruder,0.35,4.407711677,367.6,7.991304348
8호기,압출기,2016-09-08 00:00:00,19:13:00,19:30:00,17,0.3,버트노커 상승 감지 리미트S/W 감지봉 이탈로점검요청,감지봉 교체.,0.95,46,2.07,Butt knocker rise detection limit S/W detection rod deviation request inspection,Replace the detection rod.,extruder,0.35,4.407711677,367.6,7.991304348
8호기,압출기,2016-09-09 00:00:00,00:15:00,00:20:00,5,0.1,메인샤 상승후 콘테이너 전진 동작 불능,메인샤 하강 L/S 복귀 안됨 →L/S 교체,0.95,46,2.07,Container cannot move forward after raising the main shaft,Mainsha lowering L/S not restored →L/S replaced,extruder,0.35,4.407711677,367.6,7.991304348
8호기,압출기,2016-09-10 00:00:00,09:20:00,10:30:00,70,1.2,콘테이너 실린더 누유,콘테이너 실린더 누유 V패킹 교체,0.95,46,2.07,container cylinder oil leak,Container cylinder leak V packing replacement,extruder,0.35,4.407711677,367.6,7.991304348
8호기,압출기,2016-09-20 00:00:00,09:15:00,10:00:00,45,0.8,압출 8호기 압출 동작시 질소Gas 공급 불능,지하 비트 박스내 쥐로 인해 배선 단선 재연결 복구,0.95,46,2.07,Nitrogen gas cannot be supplied during extrusion operation of extrusion unit 8.,Repair of wire disconnection by reconnection due to rat in underground bit box,extruder,0.35,4.407711677,367.6,7.991304348
8호기,압출기,2016-10-08 00:00:00,08:50:00,10:00:00,70,1.2,콘테이너 센터 틀어짐,콘테이너 센터 틀어짐 맞춤 작업,1.75,95.1,1.84,Container center is distorted,Container center distortion customization work,extruder,0.35,4.687711677,380.2,3.997896951
8호기,압출기,2016-10-10 00:00:00,08:30:00,13:00:00,270,4.5,신양2 100HP 콤푸레샤 물유입,청소및 파트 교체,1.75,95.1,1.84,Shinyang 2 100HP compressor water inflow,Cleaning and Part Replacement,extruder,0.35,4.687711677,380.2,3.997896951
8호기,압출기,2016-11-28 00:00:00,08:30:00,11:07:00,157,2.6,로더판 체결 볼트 파손,로더판 체결 볼트 파손 제거후 체결,3.23,145.1,2.23,Damaged loader plate fastening bolt,"After removing the damage to the loader plate fastening bolt, fasten it.",extruder,0.35,5.205711677,435.3,3
8호기,압출기,2016-11-23 00:00:00,03:30:00,10:00:00,390,6.5,보조 펌프 커플러 파손,보조 펌프 커플러 파손 교체,3.23,145.1,2.23,Broken auxiliary pump coupler,Replace broken auxiliary pump coupler,extruder,0.35,5.205711677,435.3,3
8호기,압출기,2014-08-08 00:00:00,17:10:00,17:30:00,20,0.3,빌레트 푸쉬 에어실린더 체크밸브 마개이탈,이탈부위 고정작업,3.16,39,1.31,Billet push air cylinder check valve stopper removal,Fixing of breakaway part,extruder,0.35,5.181211677,389.96,9.998974359
8호기,압출기,2014-08-13 00:00:00,00:20:00,00:30:00,10,0.2,콘테이너 씰링 및 유압호스 파손,씰링 및 유압호스 교체,3.16,39,1.31,Container sealing and hydraulic hose damage,Sealing and hydraulic hose replacement,extruder,0.35,5.181211677,389.96,9.998974359
8호기,압출기,2014-08-18 00:00:00,13:30:00,14:00:00,30,0.5,버트노커 에어실린더 브래킷 파손,해당부위 용접작업,3.16,39,1.31,Butt knocker air cylinder bracket damaged,Welding work on the relevant area,extruder,0.35,5.181211677,389.96,9.998974359
8호기,압출기,2014-08-21 00:00:00,00:13:00,01:00:00,17,0.3,메인 램 / 콘테이너 전후진 동작 불능,전후진 동작 수차례 동작 점검중 정상작동,3.16,39,1.31,Main ram/container cannot move forward or backward,Normal operation while checking forward and backward movement several times.,extruder,0.35,5.181211677,389.96,9.998974359
8호기,압출기,2014-08-21 00:00:00,02:23:00,03:10:00,47,0.8,메인 램 / 콘테이너 전후진 동작 불능,"p1,p2 유압 릴레이 교체",3.16,39,1.31,Main ram/container cannot move forward or backward,"p1,p2 hydraulic relay replacement",extruder,0.35,5.181211677,389.96,9.998974359
8호기,압출기,2014-08-25 00:00:00,20:05:00,21:40:00,70,1.2,콘테이너 패킹 마모로 인한 누유,해당 부위 패킹교체,3.16,39,1.31,Oil leakage due to wear of container packing,Replace the packing in the relevant area,extruder,0.35,5.181211677,389.96,9.998974359
8호기,압출기,2014-10-13 00:00:00,15:53:00,16:55:00,62,1,버트노커 업동작 불능,실린더 로드 체결 재장착,70.48,362.9,0.28,Butt knocker up operation not possible,Reinstall the cylinder rod fasteners,extruder,0.35,28.74321168,326.87,0.900716451
8호기,압출기,2014-11-24 00:00:00,02:05:00,13:50:00,20,0.3,메인 중간배관 파손,파손부위 용접작업,4.37,57.9,1.41,Main intermediate pipe damaged,Welding work on damaged areas,extruder,0.35,5.604711677,405.52,7.003799655
8호기,가열로,1월27일,10:32:00,12:30:00,118,2,빌레트 절단기 축 전단,부분 용접 후 가공 조립(외주),1.6,70.7,2.26,Billet Cutting Machine Shaft Shear,Processing and assembly after partial welding (outsourcing),heating furnace,0.25,3.310865483,424.42,6.00311174
8호기,가열로,2월24일,13:30:00,15:00:00,90,1.5,인닥션 용VCS 교체작업,교체시기에 따른 교체 작업,1.45,215.4,0.67,ACB replacement work for induction,Replacement work according to replacement period,heating furnace,0.25,3.273365483,430.85,2.000232126
8호기,가열로,4월18일,16:30:00,19:00:00,150,2.5,인닥션 VCS ON 안됨 확인,푸셔 후진 리미트 감지 不 확인,1.2,57.8,2.07,Check that induction VS is not ON,Pusher reversing limit detection not confirmed,heating furnace,0.25,3.210865483,347.05,6.00432526
8호기,가열로,8월 10일,15:15:00,15:30:00,15,0.3,인덕션히터 7호기 가열시간 단축 요청,인덕션 가열및 냉각 타이머 시간 조절,1.36,42.5,3.2,Request to shorten heating time for induction heater unit 7,Induction heating and cooling timer time adjustment,heating furnace,0.25,3.250865483,425.49,10.01152941
8호기,가열로,2014-08-23 00:00:00,17:10:00,17:28:00,15,0.3,빌레트 온도 이상으로 점검,열전대 정위치 교정 후 정상작동,3.16,39,1.31,Check billet temperature abnormalities,Normal operation after correcting the thermocouple position,heating furnace,0.25,3.700865483,389.96,9.998974359
8호기,가열로,2014-08-25 00:00:00,10:35:00,10:50:00,5,0.1,인덕션 히터 L/S파손,L/S 교체 후 정상작동,3.16,39,1.31,Induction heater L/S damaged,Normal operation after L/S replacement,heating furnace,0.25,3.700865483,389.96,9.998974359
8호기,가열로,2014-08-28 00:00:00,20:30:00,21:30:00,5,0.1,빌레트 감지 센서 이상으로 점검,"센서 BM3M-TDT 1,2교체",3.16,39,1.31,Check for abnormal billet detection sensor,"Sensor BM3M-TDT 1,2 replacement",heating furnace,0.25,3.700865483,389.96,9.998974359
8호기,가열로,2014-11-16 00:00:00,02:05:00,00:30:00,20,0.3,HV4 R상 TRIP으로 동작불능,"인덕션 히터 판넬부 트윈타이머 시간 
재조정 후 정상동작",4.37,57.9,1.41,HV4 cannot operate due to R-phase TRIP,"Induction heater panel twin timer time
Normal operation after readjustment",heating furnace,0.25,4.003365483,405.52,7.003799655
8호기,풀러,3월4일,19:45:00,19:55:00,10,0.2,풀러 트레이 동작不,리미트 스위치 조정작업,0.2,252.3,0.08,Puller tray not operating,Limit switch adjustment work,fuller,0.09,1.065911574,504.51,1.999643282
8호기,풀러,3월21일,09:00:00,09:10:00,10,0.2,풀러 엔코더 카풀링 파손,카프링 에비품 으로 교체작업,0.2,252.3,0.08,Puller encoder coupling broken,Replacement work with coupling spare parts,fuller,0.09,1.065911574,504.51,1.999643282
8호기,풀러,4월29일,22:36:00,00:20:00,104,1.7,풀러 와이어 로프 전단,로프 예비품 으로 교체 작업,1.2,57.8,2.07,puller wire rope shear,Replacement work with rope spare parts,fuller,0.09,1.155911574,347.05,6.00432526
8호기,풀러,7월7일,20:24:00,22:00:00,96,1.6,풀러 레일 연결 부위 전단,레일 교정 후 용접 작업,3.8,202.4,1.88,Puller rail joint shear,Welding work after rail correction,fuller,0.09,1.389911574,404.72,1.999604743
8호기,풀러,2014-11-13 00:00:00,02:05:00,12:00:00,149,2.5,작동축 및 연결대 파손,파손부위 신규 가공 후 용접,4.37,57.9,1.41,Damage to operating shaft and connecting rod,Welding after new processing of damaged area,fuller,0.09,1.441211574,405.52,7.003799655
8호기,핫쏘,8월27일,23:27:00,23:45:00,18,0.3,터치 스크린 불량,입구측 포토센서 케이블 점검후 정상 작동,1.36,42.5,3.2,bad touch screen,Normal operation after checking the photo sensor cable on the inlet side,Hasso,0.1,1.300346193,425.49,10.01152941
8호기,후면,1월19일,06:40:00,07:40:00,60,1,디스 차쥐 콘베어 UP/DOWN,不 추운 날씨로인한 에어속 수분 동결,1.6,70.7,2.26,This Chaju Conveyor UP/DOWN,不 Freezing of moisture in the air due to cold weather,back side,0.15,1.98651929,424.42,6.00311174
8호기,후면,1월20일,03:00:00,03:20:00,20,0.3,디스 차쥐 콘베어 UP/DOWN,不 추운 날씨로인한 에어속 수분 동결,1.6,70.7,2.26,This Chaju Conveyor UP/DOWN,不 Freezing of moisture in the air due to cold weather,back side,0.15,1.98651929,424.42,6.00311174
8호기,후면,4월6일,15:40:00,16:00:00,20,0.3,풀러 엔코더 카풀러 마모,카풀러 교체 작업,1.2,57.8,2.07,Puller encoder coupler wear,Carpooler replacement work,back side,0.15,1.92651929,347.05,6.00432526
8호기,후면,4월18일,15:10:00,16:00:00,50,0.8,교정기 메인 케이불 단락,케이불 일부 교체 작업,1.2,57.8,2.07,Straightener main cable short circuit,Partial cable replacement work,back side,0.15,1.92651929,347.05,6.00432526
8호기,후면,6월13일,09:20:00,09:55:00,35,0.6,파워 헤드 죠 하강 不,PLC카드 릴레이 소손 접접 위치 조정 ,0.6,404.9,0.15,Power head jaw not lowered,PLC card relay burnout contact position adjustment,back side,0.15,1.83651929,336.7,0.831563349
8호기,후면,7월9일,09:00:00,15:00:00,360,6,스텍카 겐 추리 부레크 고장,부레크 부분 개선 사용 중(페드 교체),3.8,202.4,1.88,Stekka Genchury Burek Breakdown,In use of bladder improvement (pad replacement),back side,0.15,2.31651929,404.72,1.999604743
8호기,후면,8월04일,08:30:00,12:25:00,235,3.9,GANTRY T/V 동작 불능,GANTRY T/V 인버터 I/O 알람 해제 불능 인버터(i7 2.2KW) 교체,1.36,42.5,3.2,GANTRY T/V not working,GANTRY T/V inverter I/O alarm cannot be cleared Replace inverter (i7 2.2KW),back side,0.15,1.95051929,425.49,10.01152941
8호기,후면,8월06일,20:00:00,20:40:00,40,0.7,SAW FEED C/V 엔코더 소손으로 저속운전만됨,E50S8-200-3-T-24(1EA)교체 후 정상동작,1.36,42.5,3.2,SAW FEED C/V Only operates at low speed due to damaged encoder,Normal operation after replacement of E50S8-200-3-T-24 (1EA),back side,0.15,1.95051929,425.49,10.01152941
8호기,후면,8월19일,09:06:00,09:50:00,44,0.7,트렌스 베어 베어링 파손,베어링 교체,1.36,42.5,3.2,Transformer bearing damage,bearing replacement,back side,0.15,1.95051929,425.49,10.01152941
8호기,후면,2016-10-17 00:00:00,16:00:00,16:20:00,20,0.3,"T.H 저속,고속 운전 이상으로 점검요청.",원점감지 근접센서 교체.PRL30-15DN(1EA),1.75,95.1,1.84,T.H Request for inspection due to abnormal low and high speed operation.,Origin detection proximity sensor replacement.PRL30-15DN(1EA),back side,0.15,2.00901929,380.2,3.997896951
8호기,후면,2016-10-20 00:00:00,12:30:00,13:30:00,60,1,스텍카 텐션 볼트 파손,스텍카 텐션 볼트 파손 교체 체결,1.75,95.1,1.84,Stacker tension bolt damaged,Replacement and fastening of damaged stacker tension bolts,back side,0.15,2.00901929,380.2,3.997896951
8호기,후면,2016-11-19 00:00:00,03:10:00,03:45:00,35,0.6,풀러 작업중 작업자 부주의로 인해 자동 운전 불능,AT HOME POSITION 배선 열화 단선으로 후렉시블 및 열화부 절단후 재연결 복구,3.23,145.1,2.23,Automatic operation is disabled due to operator negligence during puller work.,"AT HOME POSITION After cutting the flexible and deteriorated part due to wire deterioration and disconnection, reconnection recovery",back side,0.15,2.23101929,435.3,3
8호기,후면,2014-08-20 00:00:00,17:07:00,18:35:00,88,1.5,런아웃 테이블 실린더 브래킷 파손,실린더 로드 고정후 탭 가공 및 볼트교체,3.16,39,1.31,Runout table cylinder bracket broken,"After fixing the cylinder rod, tap processing and bolt replacement",back side,0.15,2.22051929,389.96,9.998974359
